time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
10.827747,0.0031,-0.0016,-0.0086,0.009
10.828803,-0.0039,-0.0064,0.0009,0.008
10.844051,-0.0084,-0.0109,0.0009,0.014
10.850290,-0.0106,0.0129,0.0033,0.017
10.863530,-0.0007,0.0127,-0.0062,0.014
10.869067,-0.0055,-0.0133,-0.0038,0.015
10.878811,-0.0102,0.0010,-0.0060,0.012
10.889908,0.0040,-0.0013,0.0011,0.004
10.898796,0.0062,-0.0157,0.0011,0.017
10.909057,0.0038,0.0081,0.0058,0.011
10.919792,-0.0058,0.0009,-0.0061,0.008
10.929458,-0.0057,0.0081,0.0081,0.013
10.939086,-0.0174,0.0054,0.0080,0.020
10.949892,-0.0055,-0.0042,0.0008,0.007
10.959496,0.0088,-0.0017,0.0079,0.012
10.970196,-0.0055,-0.0112,0.0054,0.014
10.979516,-0.0150,0.0125,-0.0018,0.020
10.989780,-0.0124,-0.0159,-0.0041,0.021
10.999926,-0.0005,0.0056,0.0054,0.008
11.009443,0.0065,-0.0015,0.0006,0.007
11.019880,0.0086,-0.0107,-0.0065,0.015
11.030017,-0.0009,-0.0177,-0.0017,0.018
11.045833,0.0132,-0.0008,-0.0111,0.017
11.049407,0.0011,-0.0079,-0.0015,0.008
11.060369,-0.0082,-0.0029,-0.0014,0.009
11.069866,0.0039,0.0091,0.0009,0.010
11.079509,-0.0058,0.0065,-0.0108,0.014
11.091277,-0.0104,0.0064,0.0058,0.014
11.099599,-0.0009,0.0110,0.0057,0.012
11.109921,0.0109,-0.0151,-0.0038,0.019
11.119871,-0.0033,-0.0030,-0.0084,0.010
11.130323,0.0061,-0.0029,0.0082,0.011
11.146936,0.0062,-0.0124,0.0057,0.015
11.150401,0.0014,-0.0122,-0.0062,0.014
11.162183,-0.0105,-0.0166,0.0010,0.020
11.170448,0.0038,0.0001,-0.0037,0.005
11.180064,-0.0035,0.0024,0.0010,0.004
11.194886,0.0013,0.0071,-0.0013,0.007
11.200130,-0.0128,-0.0117,0.0058,0.018
11.209983,-0.0031,-0.0093,0.0080,0.013
11.220401,-0.0054,0.0025,-0.0015,0.006
11.229944,0.0016,-0.0162,-0.0133,0.021
11.248588,-0.0174,0.0006,0.0034,0.018
11.250719,0.0065,0.0099,0.0175,0.021
11.260402,-0.0080,-0.0043,0.0007,0.009
11.270453,-0.0077,0.0051,-0.0040,0.010
11.280374,-0.0102,-0.0022,-0.0110,0.015
11.291108,-0.0243,0.0026,0.0033,0.025
11.300486,0.0043,0.0119,0.0103,0.016
11.310516,0.0019,0.0023,0.0125,0.013
11.321014,0.0045,0.0021,0.0029,0.006
11.330634,-0.0073,0.0022,0.0052,0.009
11.343732,0.0092,-0.0027,0.0074,0.012
11.350464,-0.0075,0.0044,0.0026,0.009
11.360503,-0.0122,-0.0074,0.0096,0.017
11.370957,-0.0002,0.0139,-0.0023,0.014
11.380481,0.0070,-0.0147,-0.0023,0.016
11.391151,-0.0072,0.0116,0.0095,0.017
11.400958,-0.0141,0.0043,0.0070,0.016
11.412921,-0.0186,0.0136,-0.0049,0.024
11.421036,0.0123,0.0040,0.0094,0.016
11.431177,-0.0091,0.0039,0.0068,0.012
11.444727,-0.0042,-0.0103,-0.0003,0.011
11.451179,0.0079,-0.0007,-0.0027,0.008
11.462341,0.0055,-0.0125,-0.0003,0.014
11.471129,0.0053,-0.0172,-0.0050,0.019
11.480895,0.0052,-0.0004,0.0045,0.007
11.491169,0.0096,-0.0028,0.0021,0.010
11.502979,0.0022,-0.0122,-0.0097,0.016
11.511086,0.0045,0.0044,-0.0001,0.006
11.521561,0.0020,-0.0002,-0.0096,0.010
11.531437,0.0066,-0.0143,0.0071,0.017
11.543068,-0.0193,0.0001,0.0046,0.020
11.551656,0.0045,-0.0046,0.0139,0.015
11.561403,-0.0121,0.0118,-0.0028,0.017
11.571709,-0.0000,0.0093,0.0067,0.011
11.581801,-0.0045,-0.0075,0.0089,0.013
11.592481,-0.0234,0.0091,0.0111,0.027
11.601765,0.0052,0.0019,-0.0032,0.006
11.611672,-0.0209,0.0065,0.0016,0.022
11.621818,-0.0041,0.0041,0.0016,0.006
11.631570,-0.0087,-0.0173,0.0062,0.020
11.648770,-0.0229,-0.0077,0.0061,0.025
11.651856,-0.0034,0.0043,0.0013,0.006
11.661548,0.0130,0.0017,0.0013,0.013
11.671993,0.0010,-0.0054,-0.0034,0.006
11.681705,0.0010,-0.0076,-0.0010,0.008
11.691728,0.0009,0.0067,0.0061,0.009
11.702227,0.0080,0.0114,0.0060,0.015
11.714252,0.0078,0.0017,0.0059,0.010
11.722218,0.0102,0.0159,-0.0060,0.020
11.732105,-0.0067,-0.0080,-0.0106,0.015
11.742708,-0.0042,0.0110,-0.0034,0.012
11.752403,0.0004,0.0014,0.0155,0.016
11.762278,-0.0042,-0.0079,-0.0036,0.010
11.772419,0.0004,-0.0101,0.0059,0.012
11.782074,-0.0091,-0.0076,-0.0013,0.012
11.792653,0.0006,0.0091,0.0129,0.016
11.802443,0.0006,-0.0052,0.0009,0.005
11.812283,0.0076,0.0066,-0.0132,0.017
11.822835,-0.0043,0.0042,0.0058,0.008
11.832600,0.0096,0.0110,0.0081,0.017
11.846441,-0.0047,0.0132,0.0103,0.017
11.852882,0.0023,-0.0057,0.0148,0.016
11.865010,-0.0001,-0.0058,0.0052,0.008
11.872848,0.0023,0.0130,0.0027,0.014
11.883102,0.0068,0.0176,-0.0091,0.021
11.895194,0.0043,0.0150,-0.0089,0.018
11.902802,0.0018,-0.0041,0.0053,0.007
11.912807,0.0135,-0.0065,0.0005,0.015
11.923026,-0.0080,-0.0039,0.0076,0.012
11.932799,-0.0102,0.0198,-0.0043,0.023
11.943876,-0.0006,-0.0228,0.0028,0.023
11.953181,-0.0172,0.0223,-0.0043,0.029
11.963129,-0.0004,0.0031,0.0076,0.008
11.973331,-0.0100,0.0124,-0.0067,0.017
11.983153,-0.0124,0.0052,-0.0089,0.016
11.993137,-0.0004,0.0027,-0.0017,0.003
12.003740,0.0067,-0.0137,0.0124,0.020
12.013451,0.0042,0.0099,0.0146,0.018
12.023300,0.0063,0.0004,0.0143,0.016
12.033372,0.0087,-0.0067,0.0047,0.012
12.044382,-0.0078,-0.0066,0.0093,0.014
12.053243,-0.0053,0.0028,0.0092,0.011
12.063321,0.0111,0.0054,0.0067,0.014
12.073540,0.0063,0.0006,0.0136,0.015
12.083228,-0.0102,0.0007,-0.0031,0.011
12.094229,-0.0031,-0.0088,0.0134,0.016
12.103536,0.0133,0.0079,0.0014,0.015
12.113391,0.0084,-0.0016,0.0085,0.012
12.123975,0.0106,0.0055,0.0036,0.013
12.133666,0.0033,0.0007,0.0059,0.007
12.144572,-0.0039,-0.0017,0.0058,0.007
12.154285,-0.0040,-0.0016,-0.0084,0.009
12.163835,-0.0032,-0.0113,0.0153,0.019
12.174709,0.0212,-0.0356,0.1398,0.146
12.184268,0.0590,-0.0382,0.2952,0.303
12.194112,-0.0875,-0.0211,-0.3477,0.359
12.204166,0.0261,-0.0007,0.1737,0.176
12.214347,0.0092,-0.0044,-0.0081,0.013
12.224271,-0.0098,0.0468,-0.2669,0.271
12.233930,0.7037,0.0551,-0.0058,0.706
12.244287,0.8804,0.1544,-0.0127,0.894
12.254194,0.2821,0.2490,0.0416,0.379
12.263982,0.0163,-0.2491,-0.1733,0.304
12.278187,-0.3462,-0.1616,-0.0574,0.386
12.284117,-0.3309,-0.0333,-0.1130,0.351
12.297510,-0.4247,-0.0270,-0.1347,0.446
12.304207,-0.5689,-0.0458,-0.3655,0.678
12.314146,-0.4958,-0.0204,-0.3500,0.607
12.326643,0.0406,-0.0227,0.4633,0.466
12.334844,-0.0012,-0.1565,0.8134,0.828
